partition,product_type,scene_id,detect_id,GRD_product_identifier,detect_lat,detect_lon,detect_scene_column,detect_scene_row,top,left,bottom,right,vessel_length_m,source,is_vessel,is_fishing,global_shoreline_vector_distance_from_shore_km,xView3_shoreline_distance_from_shore_km,confidence
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.28263024800000025039_008.02823520099999932143,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.282630248,8.028235201000001,13938.0,293.0,297.0,13935.0,289.0,13941.0,41.78917517,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.18148130700000031368_008.08674194900000031794,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.181481307,8.086741949,14348.0,1501.0,1503.0,14346.0,1499.0,14351.0,53.05707059,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.87096298800000004903_006.96050345899999989285,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.870962988,6.960503459,1404.0,2294.0,2297.0,1402.0,2291.0,1407.0,38.02153533,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.13344385799999969322_007.49218022899999969155,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.133443858,7.492180229,7776.0,688.0,696.0,7769.0,681.0,7782.0,75.60344179,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.10960367599999987220_007.12568770199999956816,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.109603676,7.1256877020000005,3737.0,124.0,128.0,3734.0,121.0,3741.0,29.38206351,ais/manual,False,,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.97285745900000009101_007.78390229499999986018,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.972857459,7.783902295,10588.0,3049.0,3053.0,10586.0,3046.0,10591.0,34.88459362,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.62866251599999989352_007.26435809300000023825,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.628662516,7.264358092999999,4164.0,5552.0,5561.0,4148.0,5544.0,4180.0,206.2824934,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.13856245499999975124_007.47325598100000032531,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.138562455,7.473255981,7581.0,592.0,600.0,7576.0,583.0,7587.0,47.94980113,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.97367427600000011623_007.23593544499999996589,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.973674276,7.235935445,4631.0,1817.0,1819.0,4628.0,1815.0,4633.0,38.51962015,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.12171180799999969935_008.10653987000000064711,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.121711808,8.10653987,14430.0,2182.0,2191.0,14425.0,2174.0,14436.0,66.12856052,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.21319706999999965547_008.56974690600000066354,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.21319707,8.569746906,19671.0,2237.0,2238.0,19669.0,2235.0,19674.0,34.70242133,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.10491445099999996415_007.78550719500000010243,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.104914451,7.785507195,10901.0,1646.0,1654.0,10896.0,1639.0,10907.0,68.84064161,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.24657671499999977982_008.05891474400000085154,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.246576715,8.058914743999999,14191.0,745.0,751.0,14188.0,739.0,14194.0,76.65601162,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.27595568400000036746_008.39903818400000012900,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.275955684,8.399038184,17955.0,1188.0,1193.0,17952.0,1183.0,17958.0,27.15716603,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.22533790600000003224_008.33906723800000015956,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.225337906,8.339067238,17190.0,1595.0,1597.0,17188.0,1592.0,17192.0,32.066119300000004,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.22144444899999982113_007.99830954300000041002,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.221444449,7.998309542999999,13476.0,878.0,880.0,13475.0,876.0,13477.0,35.06755663,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.98094347600000020293_007.33955977799999992328,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.980943476,7.339559778,5774.0,1971.0,1983.0,5768.0,1960.0,5780.0,57.24225645,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.78282374700000012524_008.07520452600000027132,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.782823747,8.075204526,13331.0,5724.0,5732.0,13326.0,5715.0,13335.0,53.289024100000006,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.14005809699999982598_007.49865276600000019158,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.140058097,7.498652766,7861.0,632.0,637.0,7857.0,629.0,7864.0,30.82129479,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.11469387899999983205_007.62560887500000017525,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.114693879,7.625608875,9185.0,1186.0,1188.0,9182.0,1183.0,9187.0,48.54998529,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.03016463300000005177_007.49228286900000028936,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.030164633,7.4922828689999985,7545.0,1788.0,1795.0,7542.0,1781.0,7549.0,35.39813931,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.87125130800000016862_007.89184277499999975447,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.871251308,7.891842775,11534.0,4372.0,4375.0,11530.0,4370.0,11539.0,53.15976091,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.29299680599999966546_008.14968671699999980262,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.2929968060000006,8.149686717,15282.0,452.0,456.0,15277.0,449.0,15286.0,36.50684996,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.29840674200000005811_008.75317917399999956274,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.298406742,8.753179174,21856.0,1735.0,1742.0,21851.0,1727.0,21861.0,34.73114993,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.03771101600000026366_007.51397316100000001171,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.037711016,7.513973161,7798.0,1756.0,1760.0,7795.0,1753.0,7801.0,51.69079376,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.17974574600000003954_008.24026743800000005535,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.179745746,8.240267438,16014.0,1861.0,1863.0,16013.0,1859.0,16015.0,50.29913023,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.26994596100000034511_008.08501656099999976846,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.269945961,8.085016561,14527.0,554.0,559.0,14524.0,550.0,14530.0,39.62072022,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.13488943000000030992_008.47870112999999925307,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.13488943,8.47870113,18507.0,2870.0,2885.0,18491.0,2854.0,18522.0,,ais/manual,False,,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.22893618099999990534_008.56631411300000067399,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.228936181,8.566314112999999,19669.0,2061.0,2063.0,19667.0,2059.0,19672.0,62.15038184,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.77343002000000016238_008.08827170400000028394,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.77343002,8.088271704,13452.0,5853.0,5860.0,13448.0,5846.0,13456.0,73.17978744,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.84476416700000012128_006.96911710799999983834,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.844764167,6.969117108,1439.0,2592.0,2595.0,1436.0,2589.0,1442.0,44.19076193,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.16775934100000000626_008.39605802400000023056,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.167759341,8.396058024,17681.0,2335.0,2341.0,17677.0,2330.0,17685.0,51.51018346,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.13541705799999981252_008.45617662999999986084,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.135417058,8.45617663,18263.0,2814.0,2823.0,18250.0,2805.0,18276.0,,ais/manual,False,,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.21944883699999984117_008.82727432499999942195,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.219448837,8.827274325,22486.0,2742.0,2746.0,22482.0,2737.0,22490.0,24.14885726,ais/manual,True,True,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.24058935900000033570_008.04486635499999991339,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.240589359,8.044866355,14025.0,778.0,784.0,14021.0,771.0,14029.0,53.41950086,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.27814988899999981697_008.56709761900000010826,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.278149889,8.567097619,19787.0,1538.0,1542.0,19784.0,1533.0,19791.0,33.22256923,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.09907699099999955905_008.01242696899999984339,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.099076991,8.012426969,13356.0,2214.0,2216.0,13354.0,2212.0,13358.0,41.70818686,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.03469636799999964438_008.76118915099999995277,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.0346963680000005,8.761189151,21355.0,4566.0,4569.0,21354.0,4564.0,21358.0,22.19329817,ais/manual,True,True,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.98171845199999996368_007.78190791300000039854,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.981718452,7.781907912999999,10586.0,2950.0,2953.0,10584.0,2948.0,10589.0,43.53374327,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.28555818700000035193_008.41633238500000047111,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.285558187,8.416332385,18165.0,1124.0,1128.0,18161.0,1120.0,18168.0,63.58207886,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.23126355700000011950_008.70607283500000050935,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.231263557,8.706072835,21194.0,2346.0,2353.0,21189.0,2340.0,21199.0,20.22421104,ais/manual,True,True,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.97359710000000010410_007.73454749999999968679,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.9735971,7.7345475000000015,10053.0,2931.0,2935.0,10049.0,2928.0,10057.0,54.80829953,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.95459443699999990685_007.78906242099999968076,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.954594437,7.7890624210000015,10603.0,3255.0,3258.0,10601.0,3253.0,10606.0,45.40728906,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.26956786700000012758_008.82681260799999911626,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.269567867,8.826812608,22592.0,2206.0,2208.0,22590.0,2203.0,22595.0,25.53221667,ais/manual,True,True,9.953846420207311,9.96444846903496,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.32867320099999997041_008.27067057200000022021,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.328673201,8.270670572,16677.0,341.0,353.0,16670.0,328.0,16684.0,169.5289918,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.25560764100000010757_008.40698362500000051512,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.255607641,8.406983625,17996.0,1423.0,1428.0,17993.0,1417.0,18000.0,33.43653142,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.61390947300000009434_007.03678015599999984175,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.613909473,7.036780156,1655.0,5199.0,5209.0,1651.0,5190.0,1660.0,83.08816147,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.27166694200000041093_008.25405466199999970911,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.271666942,8.254054662,16369.0,912.0,918.0,16366.0,905.0,16372.0,56.12289765,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.28330662499999981208_008.56745518199999978037,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.283306625,8.567455182,19803.0,1484.0,1487.0,19797.0,1480.0,19808.0,59.97681188,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.89827317800000017201_007.07782496100000013683,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.898273178,7.077824961,2742.0,2266.0,2272.0,2737.0,2260.0,2747.0,25.8658435,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.37529054600000000264_009.13927989799999984655,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.3752905460000004,9.139279898,23996.0,12445.0,12465.0,23985.0,12425.0,24008.0,80.66931856,ais/manual,False,,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.73757741699999979090_007.06765162800000013021,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.737577417,7.067651627999999,2270.0,3953.0,3967.0,2262.0,3939.0,2277.0,73.69133102,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.97306253600000003345_007.80038344400000038803,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.973062536,7.800383443999999,10768.0,3084.0,3087.0,10765.0,3082.0,10770.0,28.82779072,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.99230783899999996933_007.32485938099999955853,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.992307839,7.324859381,5639.0,1817.0,1822.0,5637.0,1813.0,5642.0,41.72097462,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.13127619800000012162_008.48690226000000080830,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.131276198,8.48690226,18588.0,2926.0,2930.0,18585.0,2923.0,18590.0,29.77032613,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.16542129900000013265_008.04540828899999915791,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.165421299,8.045408289,13863.0,1580.0,1586.0,13859.0,1575.0,13867.0,48.48738400000001,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.19876539900000000927_008.49073301499999999464,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.198765399,8.490733015,18780.0,2215.0,2219.0,18776.0,2211.0,18784.0,40.96895779,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.97922845900000021757_008.52672336400000041579,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.979228459,8.526723364,18681.0,4637.0,4641.0,18678.0,4632.0,18685.0,40.16653678,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.04277703200000004813_007.51477447999999981221,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.042777032,7.51477448,7818.0,1704.0,1708.0,7815.0,1700.0,7821.0,58.20612477,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.27281417300000043724_008.43139069499999926904,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.272814173,8.431390695,18300.0,1293.0,1296.0,18298.0,1291.0,18302.0,48.0485807,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.09998249199999964532_008.17232712100000036060,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.099982492,8.172327121,15097.0,2560.0,2571.0,15091.0,2550.0,15103.0,78.76061189,ais/manual,True,False,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.19160353599999968566_008.97793891000000066072,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.1916035360000015,8.97793891,24062.0,3373.0,3378.0,24058.0,3368.0,24067.0,49.31804214,ais/manual,True,False,1.7223364767673712,0.5259259141977971,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_004.20825346300000013855_008.01030909400000012965,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,4.208253463,8.010309094,13577.0,1046.0,1052.0,13573.0,1039.0,13581.0,,ais/manual,False,,9999.99,9999.99,HIGH
validation,GRD,a1a21a222e244555v,a1a21a222e244555v_003.77422885100000016223_008.72812043999999964683,S1A_IW_GRDH_1SDV_20200214T174431_20200214T174456_031252_03982E_1024,3.774228851,8.72812044,20414.0,7272.0,7276.0,20410.0,7267.0,20418.0,27.18986662,ais/manual,True,False,0.1644189659153328,0.3538913916502982,HIGH
train,GRD,b418443b9491321ct,b418443b9491321ct_048.58554703916529859953_-04.73294907621542026988,S1A_IW_GRDH_1SDV_20200223T062355_20200223T062420_031376_039C79_F092,48.5855470391653,-4.732949076215419,23850.0,2435.0,,,,,15.630590328142857,ais,False,,0.2766574980971429,2.413582987585388,HIGH
train,GRD,b418443b9491321ct,b418443b9491321ct_049.29892013327000199752_-02.03481964790517011465,S1A_IW_GRDH_1SDV_20200223T062355_20200223T062420_031376_039C79_F092,49.29892013327,-2.03481964790517,5757.0,13453.0,,,,,,ais,False,,3.839140497752967,5.981889067133227,HIGH
train,GRD,b418443b9491321ct,b418443b9491321ct_048.74851497240629782937_-02.66451091759619984600,S1A_IW_GRDH_1SDV_20200223T062355_20200223T062420_031376_039C79_F092,48.74851497240631,-2.6645109175962003,9149.0,6699.0,,,,,14.67743935727978,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.15646391873669784900_006.84679421444278002440,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.15646391873671,6.84679421444278,13368.0,19811.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.70832871296830290930_007.59919668630037037360,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.70832871296829,7.59919668630037,19123.0,14623.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.68322832654440190936_007.71409851305148031031,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.6832283265444,7.71409851305148,19789.0,15013.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.15126151899160333869_006.88105833567794000771,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.1512615189916,6.881058335677941,13572.0,19906.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.20922037665250314831_006.82634553431063029194,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.209220376652496,6.826345534310629,13345.0,19217.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.65426105185900240713_007.73007054266146020893,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.654261051859,7.730070542661459,19835.0,15344.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.23176738653790351918_007.18541234987718002714,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.231767386537896,7.18541234987718,15638.0,19365.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.15328769534129804697_007.16862099743701008947,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.1532876953413,7.16862099743701,15381.0,20199.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.12338073387260095615_007.23347952106431968389,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.1233807338726,7.233479521064321,15730.0,20593.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.29048107781080290124_006.81250992221716966668,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.2904810778108,6.81250992221717,13420.0,18322.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.48488991651829849161_007.88079886748743962954,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.4848899165183,7.88079886748744,20462.0,17340.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.28158053763480239695_006.81607220965631999121,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.2815805376348,6.816072209656321,13425.0,18422.0,,,,,139.2234789895184,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.11457104859550071296_007.23597862523982016114,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.11457104859551,7.23597862523982,15728.0,20691.0,,,,,173.11248939353592,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.16556454547369980901_007.20564892955067026747,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.1655645454737,7.20564892955067,15637.0,20105.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.23629552415989962810_006.81688924580072974635,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.2362955241599,6.81688924580073,13340.0,18914.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.55715652395750225878_005.13387346521818965783,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.5571565239575,5.133873465218191,3551.0,13478.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.73888203499460303192_007.63183526183246030428,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.7388820349946,7.63183526183246,19382.0,14324.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.21722033336460100372_007.18919875999668978039,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.2172203333646,7.189198759996692,15634.0,19527.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.17967655723789732747_006.88619761790832995985,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.179676557237904,6.88619761790833,13661.0,19604.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,a08d07f4f8522f12t,a08d07f4f8522f12t_055.21340882205520017578_007.17066301016464979767,S1A_IW_GRDH_1SDV_20200225T171750_20200225T171822_031412_039DAF_7582,55.21340882205521,7.170663010164652,15510.0,19549.0,,,,,,ais,False,,9999.99,9999.99,HIGH
